JoiningYear,PaymentTier,Age,ExperienceInCurrentDomain,LeaveOrNot
2013,0.003,26,4,0
2013,0.003,29,1,0
2016,0.003,29,2,0
2016,0.003,26,4,0
2015,0.003,30,1,1
2014,0.003,26,4,0
2013,0.003,27,5,0
2016,0.003,29,2,0
2016,0.003,29,1,0
2014,0.003,29,1,0
2014,0.003,27,5,0
2012,0.001,27,5,0
2015,0.003,26,4,0
2015,0.001,28,2,1
2015,0.002,28,1,1
2018,0.002,28,2,1
2015,0.003,28,1,1
2015,0.003,29,2,0
2013,0.003,27,5,0
2014,0.002,27,5,1
2014,0.003,27,5,1
2016,0.003,30,1,0
2015,0.003,28,2,1
2014,0.003,29,2,0
2015,0.003,29,1,0
2013,0.003,30,2,0
2013,0.003,28,1,0
2015,0.002,29,2,1
2017,0.003,30,1,0
2012,0.003,27,5,0
2017,0.002,27,5,0
2018,0.003,29,1,1
2012,0.001,30,2,1
2016,0.003,28,2,0
2016,0.003,26,4,0
2012,0.003,28,1,0
2018,0.003,27,5,1
2014,0.003,29,2,0
2017,0.003,27,5,0
2017,0.003,29,2,0
2014,0.003,28,2,0
2014,0.003,26,4,0
2012,0.003,28,2,0
2018,0.003,28,2,1
2017,0.003,28,1,0
2015,0.003,28,1,0
2014,0.003,29,1,0
2017,0.003,28,2,0
2017,0.003,29,1,0
2014,0.002,29,2,1
2013,0.003,26,4,1
2014,0.003,30,1,0
2013,0.003,26,4,0
2014,0.001,29,2,0
2016,0.003,29,2,0
2016,0.001,28,2,0
2015,0.003,29,2,0
2014,0.003,28,1,0
2015,0.002,26,4,1
2015,0.003,28,1,0
2015,0.003,28,2,0
2016,0.003,26,4,0
2014,0.003,29,1,1
2013,0.002,30,1,1
2015,0.003,29,1,0
2012,0.003,26,4,0
2017,0.003,29,1,0
2017,0.003,29,2,0
2015,0.002,30,1,1
2012,0.003,26,4,0
2013,0.003,30,1,0
2012,0.003,30,1,1
2015,0.003,26,4,0
2015,0.003,28,2,1
2014,0.003,29,1,0
2013,0.002,28,1,1
2016,0.003,28,1,0
2018,0.003,30,2,1
2018,0.003,29,1,1
2016,0.003,30,2,0
2015,0.003,26,4,0
2017,0.002,27,5,1
2017,0.002,26,4,1
2017,0.003,26,4,1
2017,0.002,30,2,1
2012,0.003,28,1,0
2014,0.003,28,2,0
2015,0.003,29,1,0
2015,0.003,26,4,1
2017,0.003,30,2,0
2014,0.003,28,1,0
2013,0.001,30,1,0
2016,0.003,27,5,1
2014,0.001,28,1,0
2015,0.003,30,1,0
2013,0.003,27,5,0
2017,0.002,27,5,0
2017,0.002,28,1,1
2017,0.002,27,5,1
2014,0.003,27,5,0
2014,0.002,27,5,0
2015,0.003,29,2,0
2012,0.003,27,5,0
2017,0.003,30,2,0
2014,0.001,27,5,0
2014,0.001,26,4,0
2012,0.003,29,2,0
2012,0.003,30,1,0
2015,0.003,27,5,0
2017,0.002,30,2,0
2018,0.003,29,2,1
2015,0.003,28,2,0
2013,0.003,26,4,0
2016,0.003,27,5,1
2014,0.001,26,4,1
2017,0.003,27,5,0
2013,0.003,30,1,0
2018,0.003,26,4,1
2012,0.003,26,4,0
2013,0.003,26,4,0
2015,0.003,26,4,0
2016,0.003,29,2,0
2018,0.003,29,2,1
2016,0.003,28,1,0
2012,0.003,30,1,0
2014,0.003,30,2,0
2013,0.003,27,5,1
2014,0.003,29,1,0
2013,0.003,28,2,0
2014,0.003,29,2,0
2012,0.001,30,2,0
2018,0.003,28,2,1
2012,0.003,30,2,0
2017,0.002,30,1,0
2014,0.003,27,5,0
2014,0.003,29,2,0
2016,0.003,29,2,0
2014,0.002,28,2,1
2017,0.003,26,4,0
2018,0.003,28,1,1
2016,0.003,29,1,0
2015,0.003,26,4,1
2017,0.003,27,5,1
2017,0.002,26,4,0
2013,0.003,26,4,1
2017,0.003,29,1,0
2013,0.003,27,5,0
2012,0.002,30,2,1
2013,0.003,26,4,0
2015,0.002,28,1,1
2013,0.003,27,5,0
2015,0.002,29,2,1
2012,0.001,27,5,0
2012,0.003,28,2,0
2015,0.003,26,4,0
2017,0.003,28,1,0
2013,0.003,27,5,0
2014,0.003,28,1,1
2015,0.003,29,1,0
2017,0.003,27,5,0
2012,0.003,27,5,0
2017,0.002,30,2,0
2015,0.003,28,2,0
2017,0.001,27,5,0
2015,0.003,27,5,0
2018,0.003,27,5,1
2017,0.002,30,1,0
2013,0.003,29,2,0
2013,0.003,29,2,0
2012,0.003,27,5,0
2015,0.003,30,1,1
2015,0.002,29,2,1
2018,0.003,26,4,1
2013,0.002,29,2,1
2014,0.001,28,2,1
2015,0.003,30,1,0
2015,0.002,27,5,1
2014,0.003,28,1,0
2015,0.003,27,5,0
2017,0.002,26,4,1
2018,0.003,28,1,1
2015,0.003,28,2,0
2013,0.003,27,5,0
2013,0.001,26,4,1
2017,0.002,30,2,0
2015,0.003,28,1,0
2013,0.003,27,5,0
2012,0.003,26,4,1
2018,0.003,28,2,1
2017,0.002,28,2,0
2015,0.003,29,2,0
2012,0.003,30,1,1
2016,0.003,30,1,0
2014,0.003,30,1,0
2018,0.003,26,4,1
2017,0.003,26,4,1
2012,0.003,27,5,0
2018,0.003,26,4,1
2014,0.003,27,5,0
2017,0.002,26,4,1
2013,0.003,30,1,1
2012,0.003,30,2,0
2018,0.003,26,4,1
2013,0.001,28,1,0
2017,0.003,30,1,0
2017,0.002,30,2,1
2016,0.003,27,5,0
2016,0.003,28,2,0
2015,0.002,29,1,1
2013,0.003,27,5,0
2014,0.003,27,5,0
2017,0.002,26,4,1
2017,0.002,30,1,0
2018,0.003,27,5,1
2017,0.002,29,1,0
2014,0.001,29,1,0
2015,0.002,30,2,1
2014,0.003,30,2,1
2018,0.001,30,2,0
2017,0.003,29,1,0
2016,0.003,28,2,0
2018,0.003,26,4,1
2014,0.001,28,2,0
2017,0.002,29,2,0
2013,0.003,26,4,1
2017,0.002,28,1,0
2016,0.003,30,1,0
2015,0.003,27,5,0
2016,0.003,29,2,0
2014,0.002,28,2,1
2016,0.003,26,4,0
2017,0.002,30,2,0
2013,0.003,30,2,0
2015,0.003,29,2,0
2017,0.003,28,2,0
2015,0.003,29,2,1
2015,0.001,26,4,1
2013,0.003,28,1,0
2015,0.002,29,2,1
2013,0.003,26,4,0
2014,0.003,30,2,0
2017,0.002,30,2,0
2017,0.003,27,5,0
2014,0.003,28,2,0
2014,0.003,27,5,0
2015,0.002,29,1,1
2013,0.003,26,4,0
2014,0.003,30,1,0
2013,0.002,26,4,0
2016,0.003,26,4,0
2017,0.002,28,2,0
2017,0.002,27,5,1
2017,0.002,29,1,1
2017,0.002,28,1,1
2017,0.002,26,4,0
2014,0.003,29,1,1
2012,0.003,28,1,0
2016,0.003,27,5,0
2012,0.003,28,1,0
2015,0.002,30,2,1
2017,0.002,28,2,0
2015,0.002,29,1,0
2015,0.003,26,4,1
2013,0.003,26,4,0
2017,0.003,29,1,0
2017,0.003,27,5,0
2014,0.003,29,2,0
2017,0.003,27,5,0
2017,0.002,28,2,0
2013,0.003,27,5,1
2017,0.003,27,5,1
2013,0.003,30,2,0
2015,0.002,27,5,1
2014,0.003,26,4,0
2015,0.002,27,5,1
2015,0.003,30,2,1
2017,0.002,27,5,0
2017,0.003,30,2,1
2016,0.002,30,2,1
2016,0.001,27,5,0
2012,0.003,26,4,0
2014,0.003,27,5,0
2015,0.003,29,2,1
2013,0.003,26,4,0
2015,0.002,29,2,1
2013,0.003,28,2,0
2013,0.002,27,5,1
2014,0.003,28,1,1
2016,0.003,27,5,1
2016,0.003,29,2,0
2018,0.001,26,4,1
2015,0.003,27,5,0
2013,0.002,27,5,1
2014,0.003,28,2,0
2014,0.003,27,5,0
2016,0.003,29,1,0
2012,0.003,29,1,0
2018,0.003,29,2,1
2012,0.003,30,1,0
2013,0.003,30,1,1
2014,0.003,27,5,0
2015,0.003,29,1,0
2014,0.003,30,1,0
2014,0.001,28,2,0
2015,0.003,27,5,0
2016,0.003,30,1,1
2016,0.003,26,4,1
2018,0.003,27,5,1
2015,0.003,26,4,0
2017,0.002,27,5,1
2015,0.003,26,4,0
2017,0.003,26,4,1
2012,0.001,27,5,0
2016,0.003,26,4,0
2017,0.003,28,1,0
2015,0.003,29,1,1
2014,0.003,30,2,0
2013,0.003,26,4,0
2012,0.003,27,5,0
2015,0.003,28,1,0
2013,0.003,26,4,0
2013,0.003,26,4,0
2012,0.003,30,2,0
2013,0.003,27,5,0
2012,0.003,27,5,0
2018,0.003,30,1,1
2012,0.003,26,4,0
2017,0.003,29,2,0
2014,0.003,29,2,0
2017,0.003,28,1,0
2015,0.002,26,4,1
2018,0.003,27,5,1
2014,0.001,28,1,0
2016,0.003,28,1,0
2014,0.003,26,4,0
2012,0.003,26,4,0
2015,0.003,28,2,0
2014,0.003,28,1,0
2016,0.003,27,5,0
2012,0.001,29,2,0
2013,0.003,30,2,1
2016,0.003,26,4,0
2014,0.003,28,1,0
2013,0.002,26,4,1
2017,0.003,27,5,0
2013,0.003,27,5,0
2015,0.003,28,2,0
2017,0.002,28,2,0
2014,0.003,28,4,0
2016,0.003,29,1,1
2017,0.003,26,4,1
2015,0.003,30,0,0
2012,0.003,30,2,0
2012,0.001,30,0,0
2014,0.003,27,5,0
2017,0.002,28,0,0
2012,0.003,26,4,0
2015,0.003,29,3,1
2017,0.002,30,0,1
2013,0.003,26,4,0
2014,0.003,30,0,1
2013,0.003,29,2,0
2017,0.003,28,3,0
2018,0.003,27,5,1
2017,0.002,26,4,1
2012,0.003,30,0,1
2012,0.003,29,4,0
2014,0.003,29,1,0
2016,0.003,27,5,0
2015,0.003,28,4,0
2014,0.003,26,4,0
2016,0.003,29,5,0
2014,0.003,29,0,0
2013,0.003,30,5,1
2017,0.003,30,3,0
2014,0.003,27,5,0
2015,0.002,30,4,0
2014,0.003,30,4,1
2017,0.002,27,5,1
2013,0.003,30,0,0
2017,0.002,30,0,0
2017,0.002,29,2,0
2017,0.002,29,2,0
2014,0.001,27,5,1
2012,0.003,27,5,0
2017,0.003,27,5,0
2018,0.003,30,4,1
2015,0.003,29,1,0
2014,0.003,26,4,1
2016,0.003,28,2,0
2015,0.003,28,4,0
2015,0.003,30,0,0
2014,0.003,28,3,0
2017,0.003,28,4,0
2013,0.003,26,4,0
2015,0.003,28,0,0
2015,0.002,28,2,1
2013,0.003,27,5,1
2016,0.003,27,5,1
2012,0.003,29,1,0
2015,0.002,28,0,1
2018,0.003,30,3,1
2016,0.003,29,5,0
2013,0.002,27,5,1
2017,0.002,30,2,0
2012,0.003,26,4,0
2016,0.003,30,2,1
2017,0.002,29,3,1
2017,0.002,28,3,0
2013,0.003,27,5,0
2013,0.003,29,4,0
2013,0.003,30,5,0
2015,0.003,26,4,0
2015,0.002,26,4,1
2012,0.003,29,2,1
2015,0.003,28,0,1
2014,0.003,29,2,0
2015,0.003,29,4,0
2013,0.003,27,5,0
2013,0.003,27,5,1
2017,0.003,30,1,1
2014,0.003,30,2,0
2015,0.003,28,4,0
2013,0.003,26,4,0
2014,0.003,28,5,0
2017,0.001,28,0,1
2016,0.003,27,5,0
2013,0.003,28,5,0
2013,0.003,30,2,1
2013,0.001,29,2,1
2017,0.003,26,4,0
2015,0.003,28,3,0
2013,0.003,29,2,0
2017,0.002,28,2,0
2017,0.002,30,2,0
2013,0.003,27,5,0
2016,0.003,26,4,0
2017,0.002,26,4,0
2016,0.003,28,1,1
2017,0.002,27,5,1
2012,0.003,27,5,0
2014,0.003,26,4,1
2016,0.003,27,5,0
2015,0.003,27,5,0
2015,0.003,29,1,0
2018,0.003,26,4,1
2012,0.003,26,4,0
2017,0.003,27,5,0
2015,0.003,30,0,1
2017,0.003,30,3,0
2012,0.003,29,5,0
2016,0.003,29,5,0
2014,0.003,26,4,0
2014,0.003,28,0,0
2018,0.003,28,1,1
2013,0.003,27,5,0
2013,0.003,28,2,0
2018,0.003,29,0,1
2016,0.003,29,3,0
2018,0.003,30,2,1
2013,0.003,26,4,0
2014,0.003,29,3,0
2013,0.003,30,4,0
2015,0.003,29,2,0
2018,0.003,27,5,1
2016,0.003,28,2,0
2015,0.003,29,1,0
2016,0.003,30,0,0
2016,0.003,28,1,0
2017,0.003,26,4,0
2014,0.002,29,1,1
2013,0.003,30,2,0
2016,0.003,28,3,0
2015,0.003,28,1,0
2016,0.003,28,5,0
2017,0.002,28,1,1
2015,0.003,30,4,0
2012,0.003,27,5,0
2017,0.003,29,2,0
2018,0.003,29,2,1
2018,0.003,29,0,1
2012,0.003,28,0,0
2015,0.002,28,0,1
2017,0.002,27,5,1
2018,0.003,28,5,1
2016,0.003,28,1,0
2014,0.001,26,4,1
2014,0.002,29,3,1
2014,0.003,26,4,1
2017,0.003,27,5,0
2013,0.003,30,4,1
2015,0.003,30,3,0
2012,0.003,29,2,1
2014,0.003,26,4,0
2013,0.003,26,4,0
2017,0.002,30,2,1
2012,0.003,29,0,0
2015,0.001,30,0,1
2017,0.003,28,3,0
2013,0.003,28,5,0
2017,0.002,30,4,1
2017,0.002,28,5,0
2014,0.003,27,5,1
2012,0.003,28,2,0
2013,0.003,29,5,0
2012,0.003,27,5,1
2017,0.002,28,3,1
2015,0.001,29,4,0
2013,0.002,30,0,1
2018,0.003,28,2,1
2015,0.003,28,3,1
2015,0.003,27,5,0
2015,0.003,30,3,1
2012,0.003,29,5,0
2012,0.003,27,5,0
2015,0.003,26,4,0
2016,0.003,27,5,0
2013,0.003,27,5,0
2013,0.003,28,0,0
2014,0.003,29,1,0
2017,0.002,27,5,0
2013,0.003,27,5,0
2017,0.003,30,5,0
2013,0.003,27,5,0
2012,0.003,30,3,0
2013,0.002,30,1,1
2015,0.003,27,5,0
2014,0.003,26,4,0
2015,0.002,27,5,1
2017,0.002,29,1,0
2013,0.003,28,3,0
2012,0.003,29,4,1
2014,0.003,28,3,0
2018,0.003,27,5,1
2012,0.003,29,1,0
2017,0.002,26,4,0
2014,0.003,30,2,1
2014,0.003,29,4,0
2015,0.002,26,4,1
2014,0.003,27,5,0
2013,0.002,26,4,1
2013,0.003,29,2,0
2016,0.002,30,4,1
2017,0.003,29,0,0
2018,0.003,28,3,1
2014,0.003,29,4,0
2017,0.002,30,2,0
2018,0.003,29,2,1
2017,0.002,28,1,0
2013,0.002,27,5,1
2015,0.003,30,4,0
2012,0.003,26,4,0
2016,0.003,26,4,0
2017,0.002,30,3,0
2017,0.002,29,4,0
2014,0.003,28,3,0
2017,0.003,27,5,1
2014,0.003,27,5,0
2017,0.003,27,5,0
2016,0.003,30,0,0
2015,0.003,29,0,0
2015,0.002,27,5,1
2013,0.003,26,4,0
2015,0.003,29,1,0
2017,0.003,30,4,0
2017,0.003,27,5,0
2013,0.003,27,5,0
2018,0.003,28,1,1
2013,0.003,29,1,0
2017,0.002,29,2,1
2015,0.003,27,5,0
2012,0.003,27,5,0
2018,0.003,26,4,1
2012,0.001,27,5,1
2017,0.002,27,5,1
2015,0.001,28,0,1
2014,0.003,29,4,1
2017,0.003,29,3,0
2015,0.002,26,4,0
2017,0.003,30,5,0
2016,0.003,26,4,0
2013,0.003,26,4,1
2012,0.002,29,2,1
2018,0.003,30,2,1
2016,0.003,27,5,0
2015,0.003,26,4,0
2018,0.002,28,3,1
2012,0.003,28,0,1
2014,0.003,27,5,0
2012,0.003,28,0,0
2014,0.003,28,2,0
2012,0.003,26,4,0
2015,0.003,27,5,0
2016,0.003,28,2,0
2018,0.003,29,3,1
2014,0.003,29,4,0
2015,0.003,29,1,0
2018,0.003,27,5,1
2014,0.003,28,5,0
2017,0.002,27,5,0
2017,0.002,27,5,0
2014,0.003,28,4,0
2017,0.002,26,4,0
2017,0.003,29,0,1
2012,0.003,26,4,0
2017,0.002,26,4,0
2017,0.002,26,4,1
2014,0.003,30,1,0
2018,0.003,29,2,1
2013,0.003,30,2,1
2016,0.003,27,5,0
2016,0.003,26,4,0
2017,0.001,30,1,0
2015,0.003,30,1,0
2013,0.003,30,0,0
2015,0.003,27,5,0
2017,0.003,30,1,1
2018,0.003,30,2,1
2018,0.003,29,1,1
2013,0.003,30,0,0
2017,0.003,27,5,1
2016,0.003,29,2,0
2013,0.003,28,5,0
2014,0.003,26,4,0
2015,0.002,30,1,1
2013,0.002,26,4,1
2016,0.003,26,4,0
2012,0.003,27,5,1
2017,0.003,27,5,0
2013,0.003,30,1,0
2014,0.003,27,5,0
2013,0.003,30,1,1
2016,0.003,29,2,1
2016,0.003,28,3,0
2017,0.003,29,2,0
2014,0.003,26,4,0
2018,0.003,30,2,1
2014,0.003,27,5,1
2017,0.003,29,0,0
2016,0.003,30,2,0
2017,0.003,30,3,1
2013,0.002,30,1,1
2014,0.003,28,3,0
2013,0.003,26,4,0
2017,0.001,30,2,0
2016,0.003,28,3,0
2013,0.001,30,1,1
2013,0.003,30,5,0
2016,0.003,27,5,0
2015,0.003,27,5,0
2012,0.003,26,4,0
2013,0.002,26,4,0
2018,0.003,27,5,1
2018,0.002,30,4,1
2017,0.003,29,3,0
2013,0.003,28,1,0
2012,0.003,28,2,0
2017,0.001,30,2,0
2017,0.002,26,4,0
2013,0.001,29,2,1
2012,0.003,29,5,0
2014,0.003,27,5,0
2015,0.003,29,4,0
2014,0.003,29,3,1
2018,0.003,28,0,1
2012,0.003,27,5,1
2017,0.002,26,4,0
2014,0.002,29,1,1
2017,0.003,29,4,0
2015,0.002,28,3,1
2017,0.003,28,5,0
2017,0.003,29,0,0
2017,0.003,30,2,0
2017,0.002,26,4,0
2017,0.002,30,2,0
2015,0.002,29,4,1
2014,0.003,29,1,1
2012,0.003,28,2,0
2012,0.003,28,4,0
2017,0.003,29,5,0
2015,0.003,30,3,0
2012,0.003,26,4,1
2018,0.003,28,5,1
2017,0.003,30,5,0
2012,0.003,27,5,0
2017,0.003,26,4,0
2014,0.003,27,5,0
2014,0.003,30,0,0
2014,0.003,30,2,0
2012,0.003,29,5,0
2014,0.003,26,4,0
2015,0.003,27,5,0
2017,0.002,29,4,1
2016,0.003,29,4,1
2017,0.003,26,4,0
2017,0.003,26,4,0
2012,0.003,29,2,0
2013,0.003,27,5,0
2012,0.003,26,4,0
2017,0.003,28,2,1
2013,0.003,30,3,1
2017,0.002,26,4,1
2013,0.003,26,4,0
2017,0.002,28,2,0
2017,0.002,27,5,0
2018,0.003,27,5,1
2013,0.003,30,1,0
2013,0.003,30,0,1
2018,0.003,26,4,1
2015,0.003,30,2,0
2012,0.003,29,4,0
2018,0.003,27,5,1
2017,0.002,28,5,0
2016,0.002,29,3,1
2015,0.002,27,5,1
2014,0.003,29,4,0
2014,0.003,27,5,0
2018,0.003,28,5,1
2012,0.003,28,0,0
2017,0.002,28,2,0
2015,0.002,27,5,0
2013,0.003,26,4,0
2014,0.003,29,4,1
2016,0.003,30,3,0
2014,0.001,26,4,1
2012,0.002,27,5,1
2017,0.003,30,0,0
2013,0.003,27,5,0
2017,0.002,30,4,0
2017,0.002,28,4,0
2016,0.003,30,5,0
2018,0.003,28,1,1
2017,0.002,29,3,0
2017,0.002,30,1,1
2015,0.003,27,5,0
2013,0.003,30,0,0
2018,0.003,26,4,1
2015,0.003,28,3,0
2017,0.002,26,4,1
2016,0.002,30,1,1
2014,0.003,28,0,0
2015,0.003,28,2,0
2015,0.002,30,1,0
2017,0.002,27,5,0
2014,0.003,26,4,0
2013,0.003,27,5,0
2016,0.003,30,1,1
2017,0.003,29,2,0
2012,0.003,30,1,0
2018,0.003,29,3,1
2018,0.003,29,2,1
2016,0.003,27,5,0
2017,0.002,28,2,0
2016,0.003,29,0,1
2016,0.001,29,1,0
2015,0.002,28,0,1
2012,0.003,29,2,0
2014,0.003,27,5,0
2013,0.003,27,5,0
2018,0.003,29,3,1
2017,0.002,30,2,0
2016,0.003,29,1,1
2012,0.003,26,4,0
2015,0.003,28,5,0
2017,0.002,29,5,0
2014,0.003,30,0,0
2017,0.003,30,0,0
2014,0.003,28,2,0
2013,0.003,28,1,0
2016,0.003,26,4,0
2012,0.003,28,0,0
2017,0.003,29,0,0
2018,0.003,27,5,1
2017,0.002,26,4,1
2017,0.003,26,4,0
2013,0.003,27,5,1
2014,0.003,26,4,0
2013,0.002,29,0,1
2013,0.002,28,4,1
2017,0.003,26,4,0
2015,0.002,28,0,1
2017,0.003,29,1,0
2013,0.003,29,3,0
2015,0.003,29,5,0
2017,0.003,30,3,0
2015,0.003,29,0,0
2013,0.003,27,5,0
2016,0.003,26,4,0
2014,0.003,27,5,1
2012,0.003,28,2,0
2017,0.003,27,5,0
2018,0.003,29,0,1
2017,0.001,29,5,0
2017,0.003,27,5,0
2017,0.002,27,5,1
2014,0.003,28,2,0
2012,0.003,27,5,1
2012,0.003,28,0,0
2017,0.002,27,5,0
2013,0.003,26,4,0
2013,0.003,27,5,1
2013,0.002,26,4,1
2012,0.002,27,5,1
2016,0.003,26,4,1
2017,0.002,27,5,0
2012,0.003,28,3,0
2015,0.003,26,4,0
2017,0.003,27,5,0
2013,0.002,30,5,1
2013,0.003,28,0,0
2012,0.003,26,4,0
2016,0.003,28,3,1
2015,0.003,26,4,1
2017,0.002,26,4,0
2017,0.002,26,4,1
2014,0.003,30,2,0
2014,0.003,29,2,0
2017,0.003,26,4,0
2013,0.003,28,0,0
2018,0.003,29,1,1
2016,0.003,30,3,0
2017,0.003,30,0,1
2015,0.003,29,4,0
2017,0.002,26,4,0
2013,0.003,26,4,0
2014,0.001,28,5,0
2014,0.003,30,0,0
2012,0.003,26,4,1
2013,0.002,26,4,1
2015,0.003,26,4,0
2016,0.003,29,0,0
2015,0.003,27,5,0
2018,0.003,28,2,1
2015,0.002,27,5,0
2013,0.001,30,1,0
2012,0.003,26,4,0
2015,0.002,26,4,1
2018,0.003,30,3,1
2013,0.003,30,5,0
2013,0.003,28,0,0
2014,0.003,26,4,1
2017,0.003,29,1,0
2013,0.003,26,4,0
2012,0.003,26,4,0
2014,0.003,26,4,0
2015,0.003,29,0,0
2014,0.001,26,4,0
2018,0.003,36,2,1
2018,0.003,37,4,1
2015,0.003,35,0,1
2013,0.002,32,4,1
2013,0.001,39,0,1
2018,0.003,32,1,1
2012,0.003,37,5,0
2012,0.003,31,4,0
2018,0.003,31,1,1
2017,0.003,33,2,0
2017,0.002,37,2,0
2014,0.003,31,1,0
2017,0.003,40,4,0
2017,0.002,32,0,0
2016,0.003,41,0,0
2018,0.003,35,5,1
2014,0.003,34,3,0
2017,0.003,31,0,0
2017,0.003,41,2,1
2015,0.003,41,5,0
2016,0.003,37,0,0
2018,0.003,32,3,1
2015,0.003,37,3,0
2016,0.003,32,1,0
2017,0.003,36,5,0
2014,0.003,36,3,0
2015,0.003,36,5,0
2017,0.003,41,3,0
2015,0.003,39,3,0
2013,0.003,37,0,0
2013,0.003,32,1,0
2012,0.003,36,2,0
2013,0.003,36,4,0
2014,0.003,36,1,0
2018,0.003,32,2,1
2018,0.003,34,3,1
2018,0.003,37,5,1
2018,0.003,40,3,1
2014,0.002,36,3,1
2017,0.002,38,0,0
2017,0.002,31,0,1
2013,0.003,41,4,0
2012,0.002,32,3,1
2017,0.002,41,3,0
2013,0.003,40,5,0
2014,0.003,38,2,1
2017,0.002,36,5,0
2013,0.003,33,1,0
2014,0.003,39,0,0
2013,0.003,39,0,0
2014,0.003,33,4,0
2017,0.003,32,5,0
2014,0.003,35,2,1
2014,0.003,36,5,0
2018,0.002,39,0,1
2013,0.003,37,5,0
2017,0.002,35,2,1
2017,0.003,36,5,0
2013,0.003,41,0,0
2017,0.003,33,2,0
2018,0.003,38,2,1
2015,0.003,34,5,0
2012,0.003,34,1,0
2015,0.003,35,5,0
2012,0.003,39,2,0
2012,0.003,41,3,0
2018,0.003,34,2,1
2015,0.002,35,1,0
2012,0.003,33,2,0
2015,0.003,39,3,0
2017,0.002,35,2,0
2017,0.002,31,0,0
2016,0.003,34,4,0
2013,0.003,40,5,0
2016,0.003,31,4,0
2016,0.003,33,3,0
2013,0.003,32,5,0
2017,0.002,31,4,1
2014,0.003,39,2,0
2016,0.003,33,1,1
2014,0.003,40,4,0
2016,0.003,39,0,1
2017,0.003,35,2,0
2017,0.003,32,1,0
2015,0.002,34,5,1
2017,0.003,40,4,0
2017,0.003,33,4,1
2015,0.002,36,0,1
2018,0.003,39,3,1
2012,0.003,37,5,1
2018,0.003,36,1,1
2017,0.002,39,2,0
2015,0.002,35,4,1
2018,0.003,41,2,1
2012,0.003,31,5,0
2015,0.002,36,0,1
2016,0.003,32,1,0
2017,0.003,37,2,1
2015,0.002,39,4,1
2012,0.003,34,2,0
2012,0.003,35,1,0
2015,0.003,40,2,0
2016,0.003,39,1,0
2017,0.003,39,1,0
2015,0.003,41,3,1
2012,0.003,40,2,0
2012,0.001,36,3,0
2017,0.002,33,2,0
2014,0.003,33,2,0
2018,0.003,40,2,1
2015,0.002,34,2,1
2014,0.003,33,1,0
2015,0.001,34,5,1
2017,0.001,40,5,0
2014,0.003,32,4,0
2017,0.003,38,2,0
2015,0.003,38,4,0
2015,0.003,32,2,0
2013,0.003,31,3,1
2015,0.003,39,0,0
2017,0.002,41,2,0
2015,0.002,35,2,1
2016,0.003,39,5,0
2014,0.003,40,0,0
2016,0.003,41,1,0
2015,0.002,34,1,0
2016,0.002,37,5,1
2017,0.002,36,2,0
2015,0.003,37,1,0
2015,0.001,40,1,0
2018,0.003,39,0,1
2017,0.002,36,5,0
2015,0.002,32,2,1
2015,0.003,31,1,0
2012,0.003,31,4,0
2013,0.003,36,5,0
2014,0.003,35,3,0
2013,0.002,33,2,1
2014,0.003,39,1,0
2015,0.003,35,1,1
2013,0.003,38,4,0
2017,0.003,39,4,1
2012,0.003,41,3,0
2014,0.002,35,2,1
2016,0.003,31,1,0
2017,0.002,32,4,1
2016,0.003,34,1,0
2014,0.003,34,3,0
2014,0.003,36,1,1
2017,0.002,41,4,0
2017,0.002,39,3,0
2017,0.002,38,5,0
2012,0.003,37,4,0
2015,0.003,38,3,1
2014,0.003,37,4,0
2017,0.003,34,5,0
2014,0.001,39,5,0
2017,0.002,38,2,1
2017,0.003,33,5,0
2012,0.003,33,5,0
2012,0.003,34,4,0
2016,0.002,32,0,1
2012,0.003,33,0,0
2013,0.003,37,2,0
2015,0.003,37,2,1
2013,0.003,37,2,0
2017,0.003,40,1,0
2016,0.003,32,1,0
2016,0.003,36,5,1
2014,0.003,36,4,0
2014,0.003,36,1,1
2017,0.003,31,1,1
2015,0.003,38,4,0
2017,0.003,38,2,0
2012,0.003,39,2,0
2014,0.001,37,5,0
2015,0.002,36,1,1
2013,0.003,35,2,1
2013,0.003,40,5,1
2014,0.003,40,5,0
2017,0.003,35,3,0
2012,0.003,41,5,0
2015,0.003,32,4,0
2013,0.003,41,2,0
2016,0.003,40,1,1
2017,0.003,40,3,0
2017,0.003,34,3,1
2017,0.002,36,2,0
2017,0.003,33,2,0
2014,0.003,41,2,0
2014,0.003,40,3,0
2016,0.003,31,1,1
2015,0.003,32,2,1
2017,0.003,34,1,1
2016,0.003,32,4,0
2013,0.003,32,4,0
2014,0.003,38,2,0
2017,0.003,32,1,1
2015,0.003,40,2,0
2017,0.001,38,1,1
2017,0.003,37,0,0
2014,0.003,31,1,0
2014,0.003,34,0,0
2017,0.002,34,2,1
2013,0.002,37,0,1
2017,0.002,31,1,0
2017,0.003,35,5,0
2015,0.003,34,4,0
2012,0.001,32,1,1
2017,0.003,31,0,0
2015,0.003,36,5,0
2017,0.003,38,2,0
2015,0.003,34,4,0
2013,0.001,39,1,1
2013,0.003,35,0,0
2015,0.002,33,4,1
2014,0.003,35,2,1
2015,0.003,40,2,0
2015,0.002,32,0,1
2013,0.003,38,1,0
2012,0.003,32,1,1
2018,0.003,36,3,1
2012,0.003,35,1,0
2013,0.003,37,0,0
2015,0.002,35,3,1
2017,0.002,37,1,0
